Thread started: 0
ec451c11 (_IO_default_xsputn), ec47bcc0 (vfprintf), 
566b3965 (do_linemarker), 566b3a40 (_cpp_handle_directive), 
568b3524 (getrpcbynumber_r), ec55c550 (splay_tree_splay_helper), 
568b3978 (getrpcbynumber_r), ec55c550 (splay_tree_lookup), 
568b3802 (getrpcbynumber_r), ec55c550 (splay_tree_insert), 
568b381c (splay_tree_xmalloc_allocate), 568b3700 (splay_tree_insert), 
5668ed36 (debug_nothing_int_charstar), 567066e0 (cb_file_change), 
5668ee0e (debug_nothing_int), 567066f0 (cb_file_change), 
566b6eca (cb_line_change), 5668d300 (_cpp_lex_token), 
5668f634 (set_decl_assembler_name), 568860a0 (maybe_apply_pragma_weak), 
5668cf3c (handle_mode_attribute), 5668c730 (decl_attributes), 
5669b59d (merge_type_attributes), 56889a30 (common_type.part.0), 
5668cf3c (handle_malloc_attribute), 5668c950 (decl_attributes), 
5669b1c1 (ix86_comp_type_attributes), 5689cd00 (comptypes), 
5669402d (merge_decl_attributes), 56889a50 (pushdecl), 
5676507c (decl_name), 56880bc0 (init_function_start), 
5688d936 (c_disregard_inline_limits), 566b2210 (inlinable_function_p), 
5688d983 (c_disregard_inline_limits), 566b2210 (inlinable_function_p), 
5688d8c3 (c_cannot_inline_tree_fn), 566b2260 (inlinable_function_p), 
5688da8b (inline_forbidden_p), 566b1fb0 (walk_tree), 
5688db0a (lhd_tree_inlining_walk_subtrees), 56802f20 (walk_tree), 
56692021 (debug_nothing_tree), 56706720 (c_expand_body.part.0), 
5668cf3c (handle_const_attribute), 5668cbf0 (decl_attributes), 
5668cf3c (handle_pure_attribute), 5668c910 (decl_attributes), 
5668cf3c (handle_transparent_union_attribute), 5668be80 (decl_attributes), 
5668cf3c (handle_noreturn_attribute), 5668cc70 (decl_attributes), 
ec482ff9 (__libc_realloc), ec483170 (__libc_realloc), 
568b320b (type_hash_hash), 56885f90 (htab_find_slot_with_hash), 
568b3524 (case_compare), 566ac650 (splay_tree_splay_helper), 
568b3978 (case_compare), 566ac650 (splay_tree_lookup), 
568b3a04 (case_compare), 566ac650 (splay_tree_predecessor), 
568b3a84 (case_compare), 566ac650 (splay_tree_successor), 
568b3802 (case_compare), 566ac650 (splay_tree_insert), 
568b34e9 (splay_tree_xmalloc_deallocate), 568b36f0 (splay_tree_delete_helper), 
568b37c8 (splay_tree_xmalloc_deallocate), 568b36f0 (splay_tree_delete), 
ec47f575 (__default_morecore), ec483f20 (_IO_str_seekoff), 
ec47f592 (__default_morecore), ec483f20 (_IO_str_seekoff), 
ec47f5a8 (__default_morecore), ec483f20 (_IO_str_seekoff), 
5688d85f (c_disregard_inline_limits), 566b2210 (inlinable_function_p), 
5688de9b (lhd_tree_inlining_add_pending_fn_decls), 56802f90 (optimize_inline_calls), 
568b2fde (hash_pointer), 568b2d00 (htab_find), 
568b32de (hash_pointer), 568b2d00 (htab_find_slot), 
5688da8b (expand_call_inline), 5688e3d0 (walk_tree), 
5688dbba (lhd_tree_inlining_tree_chain_matters_p), 56802fa0 (walk_tree), 
568b2f53 (eq_pointer), 568b2d10 (htab_find_with_hash), 
568b3056 (eq_pointer), 568b2d10 (htab_find_slot_with_hash), 
568b2f9f (eq_pointer), 568b2d10 (htab_find_with_hash), 
568b30c3 (eq_pointer), 568b2d10 (htab_find_slot_with_hash), 
568b320b (hash_pointer), 568b2d00 (htab_find_slot_with_hash), 
5688e451 (lhd_tree_inlining_start_inlining), 56803030 (expand_call_inline), 
5688e4dc (c_convert_parm_for_inlining), 566a0f80 (expand_call_inline), 
5688e116 (lhd_tree_inlining_auto_var_in_fn_p), 56802fb0 (remap_decl), 
568b3524 (splay_tree_compare_pointers), 568b3b20 (splay_tree_splay_helper), 
568b3978 (splay_tree_compare_pointers), 568b3b20 (splay_tree_lookup), 
568b3802 (splay_tree_compare_pointers), 568b3b20 (splay_tree_insert), 
5688e720 (lhd_tree_inlining_copy_res_decl_for_inlining), 56803010 (expand_call_inline), 
5688da8b (copy_body_r), 5688ed80 (walk_tree), 
5688edae (lhd_tree_inlining_auto_var_in_fn_p), 56802fb0 (copy_body_r), 
5688ec70 (lhd_tree_inlining_tree_chain_matters_p), 56802fa0 (copy_tree_r), 
5688ecac (lhd_tree_inlining_tree_chain_matters_p), 56802fa0 (copy_tree_r), 
5688e8ec (lhd_tree_inlining_end_inlining), 56803040 (expand_call_inline), 
ec4faa8f (__kernel_vsyscall), f7f7f070 (__munmap), 
566c0dbe (c_common_get_alias_set), 566a9fb0 (get_alias_set), 
566c0e5e (c_common_get_alias_set), 566a9fb0 (get_alias_set), 
568b32de (mem_attrs_htab_hash), 56720790 (htab_find_slot), 
56736c3b (gen_movsi), 567aa700 (emit_move_insn_1), 
56736c3b (gen_movdi), 567aa930 (emit_move_insn_1), 
56817105 (cmpsi_operand), 568a4c10 (prepare_operand), 
56817105 (general_operand), 56829fc0 (prepare_operand), 
5681741b (gen_cmpsi), 567aa360 (emit_cmp_and_jump_insns), 
56817441 (gen_beq), 567b2d60 (emit_cmp_and_jump_insns), 
5673e36f (c_expand_expr), 566acc90 (expand_expr), 
568b3524 (splay_tree_compare_ints), 568b3b00 (splay_tree_splay_helper), 
568b3978 (splay_tree_compare_ints), 568b3b00 (splay_tree_lookup), 
568b3802 (splay_tree_compare_ints), 568b3b00 (splay_tree_insert), 
568b36d1 (insert_subset_children), 566bf5e0 (splay_tree_foreach_helper), 
56817d1d (nonimmediate_operand), 5682a510 (expand_binop), 
56817d3d (x86_64_general_operand), 568a50f0 (expand_binop), 
56817d5d (nonimmediate_operand), 5682a510 (expand_binop), 
56817d80 (gen_adddi3), 567ad1c0 (expand_binop), 
568b3056 (mem_attrs_htab_eq), 567207d0 (htab_find_slot_with_hash), 
568b30c3 (mem_attrs_htab_eq), 567207d0 (htab_find_slot_with_hash), 
56736c3b (gen_movqi), 567aa7f0 (emit_move_insn_1), 
568167a3 (nonimmediate_operand), 5682a510 (emit_unop_insn), 
568167ba (register_operand), 5682a220 (emit_unop_insn), 
568167db (gen_zero_extendqisi2), 567ab560 (emit_unop_insn), 
56817105 (nonimmediate_operand), 5682a510 (prepare_operand), 
5681741b (gen_cmpqi), 567aa420 (emit_cmp_and_jump_insns), 
56817441 (gen_bne), 567b2d90 (emit_cmp_and_jump_insns), 
56817105 (x86_64_general_operand), 568a50f0 (prepare_operand), 
5681741b (gen_cmpdi), 567aa300 (emit_cmp_and_jump_insns), 
568167a3 (register_operand), 5682a220 (emit_unop_insn), 
568167db (gen_extendsidi2), 567ab7b0 (emit_unop_insn), 
568b57ad (simplify_plus_minus_op_data_cmp), 5686a8f0 (specqsort), 
568b5807 (simplify_plus_minus_op_data_cmp), 5686a8f0 (specqsort), 
56887cca (c_unsafe_for_reeval), 566a5b70 (unsafe_for_reeval), 
56730aaa (ext_register_operand), 568a4a90 (extract_bit_field), 
5673068c (register_operand), 5682a220 (extract_bit_field), 
56817d3d (nonmemory_operand), 5682a570 (expand_binop), 
56817d80 (gen_lshrqi3), 567b2200 (expand_binop), 
56817d3d (general_operand), 56829fc0 (expand_binop), 
56817d80 (gen_andsi3), 567af5d0 (expand_binop), 
56817d80 (gen_ashlsi3), 567b1ad0 (expand_binop), 
56817d80 (gen_iorsi3), 567af910 (expand_binop), 
568b320b (mem_attrs_htab_hash), 56720790 (htab_find_slot_with_hash), 
5672fc1e (ext_register_operand), 568a4a90 (store_bit_field), 
5672fb47 (register_operand), 5682a220 (store_bit_field), 
56817d80 (gen_andqi3), 567af870 (expand_binop), 
56817d80 (gen_ashlqi3), 567b1d10 (expand_binop), 
56817d80 (gen_iorqi3), 567af9b0 (expand_binop), 
56736c3b (gen_movhi), 567aa740 (emit_move_insn_1), 
568167db (gen_zero_extendhisi2), 567ab280 (emit_unop_insn), 
56817441 (gen_bge), 567b2e80 (emit_cmp_and_jump_insns), 
568167db (gen_zero_extendsidi2), 567ab670 (emit_unop_insn), 
5689824f (lhd_return_tree), 56802e50 (output_addressed_constants), 
56817d80 (gen_addqi3), 567adb90 (expand_binop), 
56817441 (gen_bgtu), 567b2df0 (emit_cmp_and_jump_insns), 
56817441 (gen_blt), 567b2e20 (emit_cmp_and_jump_insns), 
56817441 (gen_ble), 567b2ee0 (emit_cmp_and_jump_insns), 
567322a4 (gen_seq), 567b26b0 (emit_store_flag), 
56817d80 (gen_addsi3), 567ad390 (expand_binop), 
56745df4 (nonimmediate_operand), 5682a510 (expand_increment), 
56745e09 (nonimmediate_operand), 5682a510 (expand_increment), 
56745e1e (general_operand), 56829fc0 (expand_increment), 
56745e39 (gen_addsi3), 567ad390 (expand_increment), 
56817d80 (gen_xorsi3), 567afa50 (expand_binop), 
56817441 (gen_bgt), 567b2dc0 (emit_cmp_and_jump_insns), 
56817d1d (shiftdi_operand), 568a45b0 (expand_binop), 
56817d5d (shiftdi_operand), 568a45b0 (expand_binop), 
56817d80 (gen_ashldi3), 567b1770 (expand_binop), 
56817d3d (x86_64_szext_general_operand), 568a5380 (expand_binop), 
56817d80 (gen_anddi3), 567af580 (expand_binop), 
56883099 (debug_nothing_tree), 56706720 (rest_of_compilation), 
56881fdf (debug_nothing_tree), 56706720 (rest_of_compilation), 
56770a27 (ggc_mark_rtx_ptr), 5676fb10 (ggc_mark_roots), 
56770a27 (mark_optab), 56816040 (ggc_mark_roots), 
56770a27 (mark_ehl_map), 56726d50 (ggc_mark_roots), 
56770a27 (ggc_mark_tree_varray_ptr), 56770bc0 (ggc_mark_roots), 
56770a27 (ggc_mark_tree_ptr), 5676f470 (ggc_mark_roots), 
56770a27 (mark_binding_level), 5668f7c0 (ggc_mark_roots), 
56770a27 (mark_stmt_tree), 566acb50 (ggc_mark_roots), 
56770a27 (zap_lists), 56804730 (ggc_mark_roots), 
56770a27 (mark_const_str_htab), 568944b0 (ggc_mark_roots), 
568b33da (mark_const_str_htab_1), 568944d0 (htab_traverse), 
56770a27 (mark_const_hash_entry), 568941a0 (ggc_mark_roots), 
56770a27 (maybe_mark_struct_function), 56767a00 (ggc_mark_roots), 
56767649 (ix86_mark_machine_status), 5689d550 (ggc_mark_struct_function), 
5676765b (mark_c_function_context), 56699fa0 (ggc_mark_struct_function), 
56770a27 (mark_ident_hash), 56880080 (ggc_mark_roots), 
56778061 (mark_ident), 568800a0 (ht_forall), 
568b33da (ggc_htab_delete), 5676f560 (htab_traverse), 
5676f56f (ggc_marked_p), 5689be30 (ggc_htab_delete), 
5676f585 (mem_attrs_mark), 56720c30 (ggc_htab_delete), 
5676f56f (type_hash_marked_p), 56886070 (ggc_htab_delete), 
5676f585 (type_hash_mark), 56885fa0 (ggc_htab_delete), 
5685ebe0 (returnjump_p_1), 56800570 (for_each_rtx), 
568b32de (ehl_hash), 56726ca0 (htab_find_slot), 
566d5a9e (hook_void_bool_false), 567783b0 (cleanup_cfg), 
5685ebe0 (rename_insn_1), 56871000 (for_each_rtx), 
568b3056 (ssa_rename_from_equal), 5686fb40 (htab_find_slot_with_hash), 
568b30c3 (ssa_rename_from_equal), 5686fb40 (htab_find_slot_with_hash), 
568b320b (ssa_rename_from_hash_function), 5686fb30 (htab_find_slot_with_hash), 
5685ebe0 (inherently_necessary_register_1), 568740a0 (for_each_rtx), 
5685ebe0 (propagate_necessity_through_operand), 56874150 (for_each_rtx), 
568720f3 (set_phi_alternative_reg), 56749ea0 (for_each_successor_phi), 
5685ebe0 (mark_reg_in_phi), 56871350 (for_each_rtx), 
568b32de (arc_hash), 566f3e00 (htab_find_slot), 
568b3056 (arc_eq), 566f3e20 (htab_find_slot_with_hash), 
568b30c3 (arc_eq), 566f3e20 (htab_find_slot_with_hash), 
568b320b (arc_hash), 566f3e00 (htab_find_slot_with_hash), 
568720f3 (coalesce_reg_in_phi), 56871450 (for_each_successor_phi), 
568b2f53 (ssa_rename_from_equal), 5686fb40 (htab_find_with_hash), 
568b2fde (arc_hash), 566f3e00 (htab_find), 
568b2f53 (arc_eq), 566f3e20 (htab_find_with_hash), 
568b2f9f (arc_eq), 566f3e20 (htab_find_with_hash), 
ec485438 (free), ec482c80 (obstack_free), 
568b33da (record_canonical_element_1), 5686fcc0 (htab_traverse), 
5685ebe0 (rename_equivalent_regs_in_insn), 56870210 (for_each_rtx), 
568b2e8c (ssa_rename_from_delete), 5686ffd0 (htab_delete), 
568b3056 (entry_and_rtx_equal_p), 56702270 (htab_find_slot_with_hash), 
568b30c3 (entry_and_rtx_equal_p), 56702270 (htab_find_slot_with_hash), 
568b320b (get_value_hash), 56701200 (htab_find_slot_with_hash), 
568b33da (cselib_invalidate_mem_1), 567028c0 (htab_traverse), 
5681bed4 (register_operand), 5682a220 (emit_conditional_move), 
5681bef1 (general_operand), 56829fc0 (emit_conditional_move), 
5681bf08 (general_operand), 56829fc0 (emit_conditional_move), 
5681bf53 (gen_movsicc), 567b5ce0 (emit_conditional_move), 
5681bf53 (gen_movdicc), 567b5c80 (emit_conditional_move), 
5685ebe0 (approx_reg_cost_1), 566f58b0 (for_each_rtx), 
5685ebe0 (check_for_label_ref), 566f5010 (for_each_rtx), 
5685ebe0 (check_dependence), 566f53e0 (for_each_rtx), 
566c063c (cse_rtx_varies_p), 566f5420 (fixed_scalar_and_varying_struct_p), 
ec4853a9 (free), ec482c80 (_obstack_newchunk), 
5685ebe0 (insns_for_mem_walk), 5675edf0 (for_each_rtx), 
567779a0 (insns_for_mem_hash), 5675d840 (hash_lookup), 
567779ff (insns_for_mem_newfunc), 5675f2a0 (hash_lookup), 
567779da (insns_for_mem_comp), 5675d850 (hash_lookup), 
5685cabb (find_used_regs), 56767be0 (note_uses), 
5685cabb (validate_replace_src_1), 5682d360 (note_uses), 
566c05fe (rtx_addr_varies_p), 5685c260 (fixed_scalar_and_varying_struct_p), 
566c063c (rtx_addr_varies_p), 5685c260 (fixed_scalar_and_varying_struct_p), 
566c0650 (rtx_addr_varies_p), 5685c260 (fixed_scalar_and_varying_struct_p), 
566c0650 (cse_rtx_varies_p), 566f5420 (fixed_scalar_and_varying_struct_p), 
5685ebe0 (insert_loop_mem), 56808870 (for_each_rtx), 
566c063c (rtx_varies_p), 5685bf80 (fixed_scalar_and_varying_struct_p), 
566c0650 (rtx_varies_p), 5685bf80 (fixed_scalar_and_varying_struct_p), 
5685ebe0 (replace_loop_mem), 56809250 (for_each_rtx), 
5685ebe0 (replace_loop_reg), 568092d0 (for_each_rtx), 
5685ebe0 (replace_label), 568085c0 (for_each_rtx), 
5680f8fa (check_insn_for_bivs), 5680b340 (for_each_insn_in_loop), 
5680f8fa (check_insn_for_givs), 5680c7e0 (for_each_insn_in_loop), 
5681c211 (nonimmediate_operand), 5682a510 (gen_add3_insn), 
5681c224 (nonimmediate_operand), 5682a510 (gen_add3_insn), 
5681c23a (general_operand), 56829fc0 (gen_add3_insn), 
5685ebe0 (find_memory), 567783c0 (for_each_rtx), 
5681c23a (x86_64_general_operand), 568a50f0 (gen_add3_insn), 
568b55c6 (qty_sugg_compare_1), 568051f0 (qst), 
568b556b (qty_sugg_compare_1), 568051f0 (qst), 
568b57ad (qty_sugg_compare_1), 568051f0 (specqsort), 
568b5807 (qty_sugg_compare_1), 568051f0 (specqsort), 
568b55c6 (qty_compare_1), 56805160 (qst), 
568b556b (qty_compare_1), 56805160 (qst), 
568b57ad (qty_compare_1), 56805160 (specqsort), 
568b5807 (qty_compare_1), 56805160 (specqsort), 
568b5508 (allocno_compare), 56771060 (qst), 
568b552b (allocno_compare), 56771060 (qst), 
568b571c (allocno_compare), 56771060 (qst), 
568b55c6 (allocno_compare), 56771060 (qst), 
568b556b (allocno_compare), 56771060 (qst), 
568b5680 (allocno_compare), 56771060 (qst), 
568b56a5 (allocno_compare), 56771060 (qst), 
568b57ad (allocno_compare), 56771060 (specqsort), 
568b5807 (allocno_compare), 56771060 (specqsort), 
568b57ad (reload_reg_class_lower), 56849800 (specqsort), 
568b5807 (reload_reg_class_lower), 56849800 (specqsort), 
5685ebe0 (record_stack_memrefs), 56836220 (for_each_rtx), 
5685ebe0 (kill_autoinc_value), 5683a3b0 (for_each_rtx), 
567774db (ix86_issue_rate), 5689c9d0 (sched_init), 
5686296d (compute_jump_reg_dependencies), 56863d80 (sched_analyze_insn), 
567754f6 (contributes_to_priority), 56863d50 (priority), 
56775547 (ix86_adjust_cost), 568a0890 (priority), 
567763b8 (init_ready_list), 56865920 (schedule_block), 
567763d9 (ix86_sched_init), 568a02b0 (schedule_block), 
56776425 (schedule_more_p), 56863cb0 (schedule_block), 
567765b4 (ix86_sched_reorder), 5689d010 (schedule_block), 
56776645 (schedule_more_p), 56863cb0 (schedule_block), 
5677675a (can_schedule_ready_p), 56865140 (schedule_block), 
5677681d (ix86_variable_issue), 568a0650 (schedule_block), 
56776942 (new_ready), 56864e60 (schedule_block), 
5677596c (athlon_vectordec_unit_blockage), 56796080 (actual_hazard_this_instance), 
5677596c (athlon_ieu_unit_blockage), 56795580 (actual_hazard_this_instance), 
568b5508 (rank_for_schedule), 56775040 (qst), 
5677509a (rgn_rank), 56863cd0 (rank_for_schedule), 
568b5680 (rank_for_schedule), 56775040 (qst), 
568b55c6 (rank_for_schedule), 56775040 (qst), 
568b556b (rank_for_schedule), 56775040 (qst), 
568b57ad (rank_for_schedule), 56775040 (specqsort), 
568b5807 (rank_for_schedule), 56775040 (specqsort), 
56776adf (ix86_adjust_cost), 568a0890 (schedule_block), 
56775161 (ix86_adjust_cost), 568a0890 (rank_for_schedule), 
566c3270 (hook_void_bool_false), 567783b0 (reorder_basic_blocks), 
568b3056 (const_str_htab_eq), 56893e80 (htab_find_slot_with_hash), 
568948c2 (default_elf_asm_named_section), 5689b430 (named_section_flags), 
568b3056 (in_named_entry_eq), 56893eb0 (htab_find_slot_with_hash), 
ec450a07 (_IO_file_xsputn), ec479e80 (vfprintf), 
ec452109 (_IO_file_xsputn), ec479e80 (vfprintf), 
ec450ee4 (_IO_file_xsputn), ec479e80 (vfprintf), 
ec45135e (_IO_file_xsputn), ec479e80 (vfprintf), 
568975e2 (lhd_return_tree), 56802e50 (output_constant), 
568b338c (const_str_htab_del), 56894020 (htab_clear_slot), 
568998c2 (debug_nothing_tree), 56706720 (assemble_start_function), 
ec46e072 (_IO_file_xsputn), ec479e80 (_IO_fputs), 
56747b3f (debug_nothing_int_charstar), 567066e0 (final_start_function), 
56749252 (debug_nothing_int), 567066f0 (final_scan_insn), 
56749344 (no_asm_to_stream), 56746c60 (final_scan_insn), 
ec478817 (_IO_file_write), ec4797c0 (_IO_file_setbuf), 
ec4ed810 (__kernel_vsyscall), f7f7f070 (write), 
5674918e (debug_nothing_int_charstar), 567066e0 (final_scan_insn), 
56749263 (no_asm_to_stream), 56746c60 (final_scan_insn), 
56747c1b (debug_nothing_int), 567066f0 (final_end_function), 
56747c34 (default_function_pro_epilogue), 56746c50 (final_end_function), 
56747c3b (debug_nothing_void), 567066b0 (final_end_function), 
56882cba (debug_nothing_tree), 56706720 (rest_of_compilation), 
56817d80 (gen_ashrsi3), 567b1f60 (expand_binop), 
56817441 (gen_bleu), 567b2f10 (emit_cmp_and_jump_insns), 
56817441 (gen_bltu), 567b2e50 (emit_cmp_and_jump_insns), 
567322a4 (gen_sne), 567b2700 (emit_store_flag), 
56748edb (debug_nothing_rtx), 56706710 (final_scan_insn), 
56817441 (gen_bgeu), 567b2eb0 (emit_cmp_and_jump_insns), 
568b56a5 (rank_for_schedule), 56775040 (qst), 
56775327 (ix86_adjust_cost), 568a0890 (rank_for_schedule), 
568b552b (rank_for_schedule), 56775040 (qst), 
568b571c (rank_for_schedule), 56775040 (qst), 
5681adcf (nonimmediate_operand), 5682a510 (expand_unop), 
5681aded (nonimmediate_operand), 5682a510 (expand_unop), 
5681ae02 (gen_one_cmplsi2), 567b13e0 (expand_unop), 
568b5508 (qty_sugg_compare_1), 568051f0 (qst), 
568b5680 (qty_sugg_compare_1), 568051f0 (qst), 
568b56a5 (qty_sugg_compare_1), 568051f0 (qst), 
568b5508 (qty_compare_1), 56805160 (qst), 
568b5680 (qty_compare_1), 56805160 (qst), 
568b56a5 (qty_compare_1), 56805160 (qst), 
56817d80 (gen_lshrdi3), 567b2050 (expand_binop), 
56817d80 (gen_subdi3), 567adca0 (expand_binop), 
56897055 (lhd_return_tree), 56802e50 (initializer_constant_valid_p), 
56895fc0 (default_assemble_integer), 56895f50 (assemble_integer), 
56817d80 (gen_iordi3), 567af8c0 (expand_binop), 
56745c1d (nonimmediate_operand), 5682a510 (expand_increment), 
56745c32 (nonimmediate_operand), 5682a510 (expand_increment), 
56745c4b (general_operand), 56829fc0 (expand_increment), 
5688e1fc (anon_aggr_type_p), 5669a370 (remap_decl), 
56817d80 (gen_subsi3), 567ade60 (expand_binop), 
568b552b (qty_sugg_compare_1), 568051f0 (qst), 
568b571c (qty_sugg_compare_1), 568051f0 (qst), 
568b552b (qty_compare_1), 56805160 (qst), 
568b571c (qty_compare_1), 56805160 (qst), 
568b2f9f (ssa_rename_from_equal), 5686fb40 (htab_find_with_hash), 
566c05fe (cse_rtx_varies_p), 566f5420 (fixed_scalar_and_varying_struct_p), 
566c0612 (cse_rtx_varies_p), 566f5420 (fixed_scalar_and_varying_struct_p), 
566c05fe (rtx_varies_p), 5685bf80 (fixed_scalar_and_varying_struct_p), 
566c0612 (rtx_varies_p), 5685bf80 (fixed_scalar_and_varying_struct_p), 
566c75f3 (immediate_operand), 5682a340 (expand_builtin), 
566c7639 (gen_strlendi), 567b59e0 (expand_builtin), 
56745e1e (x86_64_general_operand), 568a50f0 (expand_increment), 
56745e39 (gen_adddi3), 567ad1c0 (expand_increment), 
568b30c3 (const_str_htab_eq), 56893e80 (htab_find_slot_with_hash), 
568b57ad (cmp_combine_givs_stats), 56808450 (specqsort), 
